g.pnum,c.name,r.name,e.evidence,d.evidence
45HS03,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, prompted by her father, the younger daughter composed her verse (Washburn NC p. 828).","Read by the Eighth Prince, present; co-present at the Uji villa."
45HS04,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, longing ceaselessly for his late wife, the Eighth Prince recited this soliloquy (Washburn NC p. 829).",Soliloquy recited in place at the Uji villa.
45HS05,The Reizei villa (Retired Emperor Reizei's residence),The Uji villa (the Eighth Prince's residence),"At the Reizei villa, ""Reizei sent a message to Hachinomiya"" (Washburn NC p. 831).","The messenger reached the Eighth Prince first at the Uji villa, who welcomed him and replied (Washburn NC p. 831)."
45HS06,The Uji villa (the Eighth Prince's residence),The Reizei villa (Retired Emperor Reizei's residence),"At the Uji villa, having welcomed Reizei's messenger, the Eighth Prince ""composed his reply"" (Washburn NC p. 831).","Returned to the Reizei villa; ""Reizei was deeply affected by the reply"" (Washburn NC p. 831)."
45HS07,En route to Uji (Kaoru's night journey),En route to Uji (Kaoru's night journey),"En route to Uji, traveling on horseback through fierce wind as he neared Uji, Kaoru composed this (Washburn NC p. 833).","Soliloquy recited in place, en route to Uji."
45HS08,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, as he stood to withdraw in the lifting fog, Kaoru recited this to the older sister (Washburn NC p. 838).",Heard by the older sister at the Uji villa; co-present (separated by blinds).
45HS09,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, the older sister ""responded in the same gentle, diffident manner as before"" (Washburn NC pp. 838–839).",Heard by Kaoru at the Uji villa; co-present.
45HS10,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, sitting on the west side, Kaoru ""called for an inkstone and wrote the following to the older sister"" (Washburn NC p. 839).","Delivered by the watchman within the villa to the older sister, who replies (Washburn NC p. 839)."
45HS11,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, ashamed of her paper, the older sister ""felt that she had to compose a verse without delay"" (Washburn NC pp. 839–840).","Received by Kaoru at the Uji villa, who felt drawn to her (Washburn NC p. 840)."
45HS12,Indeterminate,Indeterminate,"Indeterminate: Kashiwagi wrote this in his own hand during his final illness; Ch45 presents it as an old document without giving the composition scene (cf. his death, Ch36) (Washburn NC p. 846).","Indeterminate: addressed (via Kojijū) to the Third Princess but never delivered — Kashiwagi gave the letters to Bennokimi, who reveals them to Kaoru; he reads them at home (Washburn NC pp. 845–846)."
45HS13,Indeterminate,Indeterminate,Indeterminate: written in Kashiwagi's own hand as he was dying; the letter breaks off half-finished and was addressed to Kojijū (Washburn NC p. 846).,"Indeterminate: never delivered to the Third Princess; kept by Bennokimi and revealed to Kaoru, who reads it at home (Washburn NC pp. 845–846)."
46SI01,The Uji villa (the Eighth Prince's residence),"The Minister's Uji estate (Yūgiri's, across the river)","At the Uji villa, a letter arrived from across the river; the Eighth Prince's poem reached Niou's party (Washburn NC p. 848).","Received at the Minister's Uji estate, where Niou's party (with Kaoru) lodged; Niou said ""Let me answer this"" (Washburn NC p. 848)."
46SI02,"The Minister's Uji estate (Yūgiri's, across the river)",The Uji villa (the Eighth Prince's residence),"At the Minister's Uji estate, Niou said ""Let me answer this"" and composed his reply (Washburn NC p. 848).","Carried by Kaoru across the river to the Uji villa, the Eighth Prince's home (Washburn NC p. 848)."
46SI03,"The Minister's Uji estate (Yūgiri's, across the river)",The Uji villa (the Eighth Prince's residence),"At the Minister's Uji estate, Niou had a cherry branch broken off and sent it with this poem to Hachinomiya's daughters (Washburn NC p. 849).","Received at the Uji villa by the two sisters, who were at a loss how to reply (Washburn NC p. 849)."
46SI04,The Uji villa (the Eighth Prince's residence),"The Minister's Uji estate (Yūgiri's, across the river)","At the Uji villa, ""the older Princess had her younger sister write down the following"" (Washburn NC p. 849).",Returned across the river to Niou at the Minister's Uji estate (Washburn NC p. 849).
46SI05,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, the Eighth Prince ""retreated into his chapel and composed the following before the statue of the Buddha"" (Washburn NC p. 852).","Read by Kaoru, present; co-present at the Uji villa."
46SI06,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, ""Kaoru replied"" to the Eighth Prince's verse (Washburn NC p. 852).","Heard by the Eighth Prince, present; co-present at the Uji villa."
46SI07,Nijō (Genji's villa),The Uji villa (the Eighth Prince's residence),"From the capital (inferred at Nijō, Niou's residence) Niou ""composed a very long letter""; ""The messenger had left the capital at dusk"" (Washburn NC pp. 856–857).",Received at the Uji villa; the older sister urged the younger to answer it (Washburn NC p. 857).
46SI08,The Uji villa (the Eighth Prince's residence),Nijō (Genji's villa),"At the Uji villa, the older sister ""composed the following,"" writing on dull gray paper (Washburn NC pp. 857–858).","Carried through Kohata to Niou (inferred at Nijō in the capital), who could not put the letter down (Washburn NC p. 858)."
46SI09,Nijō (Genji's villa),The Uji villa (the Eighth Prince's residence),"From the capital (inferred at Nijō), ""Niou got up very early the next morning and hurried to write his reply"" (Washburn NC p. 858).",Received at the Uji villa; the older sister read it but chose not to reply (Washburn NC p. 858).
46SI10,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, glimpsing the older sister's grief through the gray curtains, Kaoru composed this (Washburn NC p. 859).","Heard by the older sister, present; co-present at the Uji villa."
46SI11,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, ""The older sister replied"" (Washburn NC p. 860).","Heard by Kaoru, present; co-present at the Uji villa."
46SI12,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, as he was leaving, Kaoru ""heard a flock of wild geese calling out"" and composed this (Washburn NC p. 861).",Soliloquy recited in place at the Uji villa as Kaoru departed.
46SI13,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, watching the snow on the mountain, ""the older sister observed"" this (Washburn NC p. 862).","Heard by the younger sister, present; co-present at the Uji villa."
46SI14,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, ""The younger sister replied"" (Washburn NC p. 862).","Heard by the older sister, present; co-present at the Uji villa."
46SI15,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, unable to respond aloud, ""she wrote the following"" and passed it to him (Washburn NC p. 864).","Read by Kaoru, present; co-present at the Uji villa."
46SI16,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, ""Kaoru replied"" (Washburn NC p. 864).","Read by the older sister, present; co-present at the Uji villa."
46SI17,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, in Hachinomiya's old quarters, ""Kaoru was leaning against a pillar as he composed his verse"" (Washburn NC p. 865).",Soliloquy recited in place at the Uji villa.
46SI18,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, ""The older Princess composed the following"" on the gift of bracken (Washburn NC p. 866).","Heard by the younger sister, present; co-present at the Uji villa."
46SI19,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, ""Her younger sister replied"" (Washburn NC p. 866).","Heard by the older sister, present; co-present at the Uji villa."
46SI20,Nijō (Genji's villa),The Uji villa (the Eighth Prince's residence),"From the capital (inferred at Nijō), when the cherries bloomed Niou recalled the exchange of a year ago and composed this (Washburn NC p. 866).","Received at the Uji villa; the sisters ""looked askance"" at his transparent interest (Washburn NC pp. 866–867)."
46SI21,The Uji villa (the Eighth Prince's residence),Nijō (Genji's villa),"At the Uji villa, ""The younger sister composed a reply"" (Washburn NC p. 867).",Returned to Niou (inferred at Nijō in the capital) (Washburn NC p. 867).
47AM01,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, with the inkstone before him, Kaoru wrote this as the sisters twined memorial cords (Washburn NC p. 870).","Read by Ōigimi, present; co-present at the Uji villa."
47AM02,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, 'the older sister... replied' to Kaoru's bowknot verse (Washburn NC p. 870).","Read by Kaoru, present; co-present at the Uji villa."
47AM03,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, hearing 'the faint crowing of a cock,' Kaoru composed this at daybreak (Washburn NC p. 877).","Heard by Ōigimi, present; co-present at the Uji villa."
47AM04,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, 'She replied' at dawn (Washburn NC p. 877).","Heard by Kaoru, present; co-present at the Uji villa."
47AM05,The Rokujō estate (Genji's mansion),The Uji villa (the Eighth Prince's residence),"Sent after Kaoru left Uji 'much earlier than normal'; composed at his residence, now the Rokujō estate (inferred), and attached to a two-colored branch (Washburn NC pp. 884–885).","Received at the Uji villa, where a letter 'arrived' for Ōigimi (Washburn NC p. 885)."
47AM06,The Uji villa (the Eighth Prince's residence),The Rokujō estate (Genji's mansion),"At the Uji villa, 'She finally managed the following' (Washburn NC p. 886).","Returned to Kaoru at his residence, the Rokujō estate (inferred), where he 'was charmed' by it (Washburn NC p. 886)."
47AM07,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate, in the predawn after Kaoru's arrival, Niou 'playfully composed the following' (Washburn NC p. 887).","Heard by Kaoru, present; co-present at the Rokujō estate."
47AM08,The Rokujō estate (Genji's mansion),The Rokujō estate (Genji's mansion),"At the Rokujō estate, 'Kaoru replied in kind' (Washburn NC p. 887).","Heard by Niou, present; co-present at the Rokujō estate."
47AM09,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, at the temple bell of dawn, Kaoru 'sent a poem in to his beloved' (Washburn NC p. 890).",Received by Ōigimi within the villa; co-present at the Uji villa.
47AM10,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, 'The Princess replied in a hushed voice' (Washburn NC p. 891).",Received by Kaoru within the villa; co-present at the Uji villa.
47AM11,Nijō (Genji's villa),The Uji villa (the Eighth Prince's residence),"Sent after Niou hurried back to the capital before dawn; composed at his residence (Nijō, inferred), 'impatient to send off his letter right away' (Washburn NC pp. 891–892).",Received at the Uji villa; the older Princess showed it to Naka no Kimi (Washburn NC p. 892).
47AM12,The Rokujō estate (Genji's mansion),The Uji villa (the Eighth Prince's residence),"Sent on the Third Night while Kaoru 'stayed in the capital' (his Rokujō residence, inferred); a poem attached to a singlet among the celebratory gifts (Washburn NC pp. 893–894).",Received at the Uji villa by Ōigimi (Washburn NC p. 894).
47AM13,The Uji villa (the Eighth Prince's residence),The Rokujō estate (Genji's mansion),"At the Uji villa, she detained a lowly servant as courier and sent her reply (Washburn NC p. 894).","Returned to Kaoru (at his Rokujō residence, inferred), who 'had been waiting in nervous anticipation' (Washburn NC p. 894)."
47AM14,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, as the escort coughed to hurry him, Niou composed this on leaving (Washburn NC p. 898).","Heard by Naka no Kimi, present; co-present at the Uji villa."
47AM15,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, 'She replied' as Niou lingered (Washburn NC p. 898).","Heard by Niou, present; co-present at the Uji villa."
47AM16,Uji (Niou's maple-viewing excursion),Uji (Niou's maple-viewing excursion),"On Niou's maple-viewing excursion near the villa, 'The Middle Captain was moved to compose the following' (Washburn NC p. 904).","Addressed to Kaoru, present among the party; co-present on the excursion."
47AM17,Uji (Niou's maple-viewing excursion),Uji (Niou's maple-viewing excursion),"On the excursion near the villa, 'Kaoru felt that he should reply' (Washburn NC p. 904).","Addressed to the Consultant Captain, present; co-present on the excursion."
47AM18,Uji (Niou's maple-viewing excursion),Uji (Niou's maple-viewing excursion),"On the excursion near the villa, 'The Commander added this' to the renga of verses (Washburn NC p. 904).",Addressed to Kaoru within the party; co-present on the excursion.
47AM19,Uji (Niou's maple-viewing excursion),Uji (Niou's maple-viewing excursion),"On the excursion, 'The Master of the Empress's Household was an old man, and he burst into tears... he composed the following' (Washburn NC p. 904).",Addressed to the Commander within the party; co-present on the excursion.
47AM20,Uji (Niou's maple-viewing excursion),Uji (Niou's maple-viewing excursion),"On the excursion, 'Niou, who was on the verge of tears, replied to this' (Washburn NC p. 905).",Addressed within the renga chain to the Commander; co-present on the excursion.
47AM21,The palace (the First Princess's chambers),The palace (the First Princess's chambers),"In the First Princess's chambers at the palace, moved by the illustration, Niou 'could not restrain his emotions' and composed this (Washburn NC pp. 907–908).","Heard by the First Princess, present behind her curtain; co-present in her chambers (she did not reply)."
47AM22,The palace (Niou's confinement),The Uji villa (the Eighth Prince's residence),"Sent while Niou was confined to the palace by imperial order; his letter originates there (inferred), arriving 'late that night' at Uji (Washburn NC pp. 910–911).",Received at the Uji villa; the sisters read it by lamplight (Washburn NC p. 911).
47AM23,The Uji villa (the Eighth Prince's residence),The palace (Niou's confinement),"At the Uji villa, 'The younger Princess gave him a poem and not a single word more' (Washburn NC p. 912).","Carried back to Niou (confined to the palace, inferred) (Washburn NC p. 912)."
47AM24,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, at Ōigimi's bedside, Kaoru 'spoke it as if he were simply conversing with her' to Naka no Kimi behind the curtain (Washburn NC p. 915).",Heard by Naka no Kimi within the villa; co-present at the Uji villa.
47AM25,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, 'she gave her reply to Bennokimi to pass to him' (Washburn NC p. 915).",Conveyed to Kaoru within the villa via Bennokimi; co-present at the Uji villa.
47AM26,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, at Ōigimi's bedside, 'He whispered the following to himself' (Washburn NC p. 917).",Self-addressed soliloquy recited in place at the Uji villa.
47AM27,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, after Ōigimi's death, Kaoru composed this on his unmourning crimson cloak (Washburn NC pp. 919–920).",Self-addressed soliloquy recited in place at the Uji villa.
47AM28,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, rolling up the blinds to the winter moon, Kaoru composed this (Washburn NC p. 920).",Self-addressed soliloquy recited in place at the Uji villa.
47AM29,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, gazing at the ice and snow, his longing 'too much to keep inside,' Kaoru composed this (Washburn NC p. 920).",Self-addressed soliloquy recited in place at the Uji villa.
47AM30,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, through her blinds, 'she offered the following' to Niou (Washburn NC p. 922).","Heard by Niou, present; co-present at the Uji villa."
47AM31,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, Niou answered her verse (Washburn NC p. 922).","Heard by Naka no Kimi, present; co-present at the Uji villa."
48SW01,The mountain temple above Uji (the ascetic's retreat),The Uji villa (the Eighth Prince's residence),"From the mountain temple above Uji, the ascetic 'sent a letter to the Uji villa from his mountain retreat,' attached to a basket of fiddlehead greens (Washburn NC p. 925).","Received at the Uji villa, read to Naka no Kimi (Washburn NC p. 925)."
48SW02,The Uji villa (the Eighth Prince's residence),The mountain temple above Uji (the ascetic's retreat),"At the Uji villa, 'she had one of her attendants write out her reply' (Washburn NC p. 925).","Returned to the ascetic at the mountain temple, whose messenger was rewarded (Washburn NC p. 925)."
48SW03,Nijō (Genji's villa),Nijō (Genji's villa),"At Niou's residence (inferred to be Nijō, his villa — he is preparing its west hall for Naka no Kimi), Kaoru 'called on Niou' and presented a plum branch; Niou 'composed the following' (Washburn NC p. 926).","Heard by Kaoru, present; co-present at Niou's residence (Nijō, inferred)."
48SW04,Nijō (Genji's villa),Nijō (Genji's villa),"At Niou's residence (Nijō, inferred), Kaoru replied to the plum verse (Washburn NC p. 926).","Heard by Niou, present; co-present at Niou's residence (Nijō, inferred)."
48SW05,The Rokujō estate (Genji's mansion),The Uji villa (the Eighth Prince's residence),"Sent from the capital with the escort for the purification rites; composed at Kaoru's residence (the Rokujō estate, inferred — he has not yet moved to Sanjō) (Washburn NC p. 928).","Received at the Uji villa by Naka no Kimi, with gifts of robes (Washburn NC p. 928)."
48SW06,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, the day before the move, by the red plum, 'she composed the following' (Washburn NC p. 930).","Heard by Kaoru, present at the panel door; co-present at the Uji villa."
48SW07,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, 'he replied in kind, murmuring his poem' (Washburn NC p. 930).","Heard by Naka no Kimi, present; co-present at the Uji villa."
48SW08,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, talking with Kaoru, Bennokimi 'was on the verge of tears as she spoke' her verse (Washburn NC pp. 931–932).","Heard by Kaoru, present; co-present at the Uji villa."
48SW09,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, 'Kaoru responded' to Bennokimi (Washburn NC p. 932).","Heard by Bennokimi, present; co-present at the Uji villa."
48SW10,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, watching the others prepare, Bennokimi 'gave voice to her distress' (Washburn NC p. 932).","Heard by Naka no Kimi, present; co-present at the Uji villa."
48SW11,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, 'The Princess replied' to Bennokimi (Washburn NC p. 932).","Heard by Bennokimi, present; co-present at the Uji villa."
48SW12,En route from Uji to the capital (Naka no Kimi's move),En route from Uji to the capital (Naka no Kimi's move),"En route from Uji, 'a woman named Taifu no kimi, was riding in the Princess's carriage' and smiled as she composed this (Washburn NC p. 933).","Heard by Naka no Kimi, present in the carriage; co-present en route."
48SW13,En route from Uji to the capital (Naka no Kimi's move),En route from Uji to the capital (Naka no Kimi's move),"En route from Uji, 'Another lady-in-waiting replied' in the carriage (Washburn NC p. 933).","Heard by Naka no Kimi, present in the carriage; co-present en route."
48SW14,En route from Uji to the capital (Naka no Kimi's move),En route from Uji to the capital (Naka no Kimi's move),"En route from Uji, gazing at the seventh-day moon on the mountain road, Naka no Kimi sank into reverie and composed this (Washburn NC p. 933).","Self-addressed soliloquy recited in place, en route from Uji."
48SW15,"Kaoru's Sanjō residence (the Third Princess's, rebuilt)","Kaoru's Sanjō residence (the Third Princess's, rebuilt)","On the night of the move, visiting the Sanjō residence he was preparing (inferred), Kaoru heard his escort's report and 'whispered over and over to himself' this verse (Washburn NC p. 934).",Self-addressed soliloquy recited in place at Kaoru's Sanjō residence (inferred).
49YD01,The Seiryōden,The Seiryōden,"At the Seiryōden, after the go match, Kaoru 'went down into the garden, broke off a stem' before the Emperor and 'offered this verse' (Washburn NC p. 939).","Heard by Emperor Kinjo, present; co-present at the Seiryōden."
49YD02,The Seiryōden,The Seiryōden,"At the Seiryōden, 'His Majesty replied' to Kaoru's chrysanthemum verse (Washburn NC p. 939).","Heard by Kaoru, present; co-present at the Seiryōden."
49YD03,"Kaoru's Sanjō residence (the Third Princess's, rebuilt)","Kaoru's Sanjō residence (the Third Princess's, rebuilt)","At his Sanjō residence at daybreak, before setting out, Kaoru pulled a morning-glory tendril and, 'whispering to himself,' composed this (Washburn NC p. 944).",Self-addressed soliloquy recited in place at Kaoru's Sanjō residence.
49YD04,Nijō (Genji's villa),Nijō (Genji's villa),"At the Nijō villa, having come at dawn in Niou's absence, Kaoru slipped the morning glory beneath the blinds and offered this verse (Washburn NC pp. 945–946).","Heard by Naka no Kimi, present; co-present at the Nijō villa."
49YD05,Nijō (Genji's villa),Nijō (Genji's villa),"At the Nijō villa, 'she replied' to Kaoru's morning-glory verse (Washburn NC p. 946).","Heard by Kaoru, present; co-present at the Nijō villa."
49YD06,The Rokujō estate (Genji's mansion),Nijō (Genji's villa),"From the Rokujō estate, the bridal quarters where he awaits the groom, the Minister 'dispatched one of his sons... with this poem' (Washburn NC p. 949).","Received by Niou at the Nijō villa, where he had secretly returned to Naka no Kimi (Washburn NC p. 949)."
49YD07,Nijō (Genji's villa),Nijō (Genji's villa),"At the Nijō villa, on the wedding night after Niou left, Naka no Kimi gazed at the moon and composed this (Washburn NC pp. 949–950).",Self-addressed soliloquy recited in place at the Nijō villa.
49YD08,The Rokujō estate (Genji's mansion),Nijō (Genji's villa),"From the Rokujō estate, Roku no Kimi's morning-after reply, written in the hand of her stepmother the Second Princess, was sent to Niou (Washburn NC p. 953).","Received by Niou at the Nijō villa, opened in Naka no Kimi's presence (Washburn NC p. 953)."
49YD09,Nijō (Genji's villa),Nijō (Genji's villa),"At the Nijō villa, as the cicadas cried at dusk, Naka no Kimi yearned for the mountain and composed this (Washburn NC p. 954).",Self-addressed soliloquy recited in place at the Nijō villa.
49YD10,"Kaoru's Sanjō residence (the Third Princess's, rebuilt)","Kaoru's Sanjō residence (the Third Princess's, rebuilt)","At Kaoru's Sanjō residence, where Azechi serves his mother, she 'sent him the following' the morning after he left her quarters (Washburn NC pp. 956–957).","Received by Kaoru, still at his Sanjō residence that morning (Washburn NC p. 957)."
49YD11,"Kaoru's Sanjō residence (the Third Princess's, rebuilt)","Kaoru's Sanjō residence (the Third Princess's, rebuilt)","At Kaoru's Sanjō residence, Kaoru 'felt sorry for her' and replied (Washburn NC p. 957).","Received by Azechi, present at the Sanjō residence; co-present."
49YD12,"Kaoru's Sanjō residence (the Third Princess's, rebuilt)",Nijō (Genji's villa),Sent after Kaoru left Nijō at dawn; composed at his Sanjō residence (inferred — his letter 'arrived early in the morning in the predawn darkness') (Washburn NC p. 962).,"Received by Naka no Kimi at the Nijō villa, who sent only a brief prose note in reply (Washburn NC p. 962)."
49YD13,Nijō (Genji's villa),Nijō (Genji's villa),"At the Nijō villa, finding Kaoru's scent on the Princess, Niou pressed her and 'compose[d] the following' (Washburn NC pp. 963–964).","Heard by Naka no Kimi, present; co-present at the Nijō villa."
49YD14,Nijō (Genji's villa),Nijō (Genji's villa),"At the Nijō villa, on hearing Niou's poem, Naka no Kimi broke her silence and replied (Washburn NC p. 964).","Heard by Niou, present; co-present at the Nijō villa."
49YD15,"Kaoru's Sanjō residence (the Third Princess's, rebuilt)",Nijō (Genji's villa),"At his mother's Sanjō residence, assembling robes to send, Kaoru 'attached a poem' to the train-ribbons (Washburn NC p. 966).",Delivered to Taifu no Kimi for Naka no Kimi at the Nijō villa (Washburn NC p. 966).
49YD16,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, about to depart, Kaoru gathered ivy tendrils and 'quietly intoned the following, as if he were speaking to himself' (Washburn NC pp. 976–977).",Self-addressed soliloquy recited in place at the Uji villa; overheard by Bennokimi.
49YD17,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, 'overhearing his verse, Bennokimi replied' (Washburn NC p. 977).","Heard by Kaoru, present; co-present at the Uji villa."
49YD18,Nijō (Genji's villa),Nijō (Genji's villa),"At the Nijō villa, moved by the pampas grass in the evening breeze, Niou intoned this (a veiled accusation of Kaoru) (Washburn NC pp. 978–979).","Heard by Naka no Kimi, present; co-present at the Nijō villa."
49YD19,Nijō (Genji's villa),Nijō (Genji's villa),"At the Nijō villa, 'the Princess replied' to Niou's pampas-grass verse (Washburn NC p. 979).","Heard by Niou, present; co-present at the Nijō villa."
49YD20,The Fujitsubo (the Second Princess's palace quarters),The Fujitsubo (the Second Princess's palace quarters),"At the Second Princess's Fujitsubo quarters, during the wisteria banquet, Kaoru 'descended into the courtyard to fetch a spray of wisteria... [and] intoned the following' (Washburn NC p. 989).","Heard by Emperor Kinjo, present; co-present at the wisteria banquet."
49YD21,The Fujitsubo (the Second Princess's palace quarters),The Fujitsubo (the Second Princess's palace quarters),"At the Second Princess's Fujitsubo quarters, 'His Majesty replied' to Kaoru's wisteria verse (Washburn NC p. 990).","Heard by Kaoru, present; co-present at the wisteria banquet."
49YD22,The Fujitsubo (the Second Princess's palace quarters),The Fujitsubo (the Second Princess's palace quarters),"At the wisteria banquet in the Second Princess's Fujitsubo quarters, a banquet verse 'perhaps [by] the Minister' (so ascribed by Washburn) was offered to the Emperor (Washburn NC p. 990).",Recited at the wisteria banquet before the assembly; self-addressed banquet verse.
49YD23,The Fujitsubo (the Second Princess's palace quarters),The Fujitsubo (the Second Princess's palace quarters),"At the wisteria banquet in the Second Princess's Fujitsubo quarters, a verse 'most likely by Kōbai, who was fuming over Kaoru's success,' was offered (Washburn NC p. 990).",Recited at the wisteria banquet before the assembly; self-addressed banquet verse.
49YD24,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, after spying Ukifune, Kaoru 'murmur[ed] the following poem, which [Bennokimi] then conveyed to Ukifune' (Washburn NC p. 996).",Self-addressed soliloquy recited in place at the Uji villa; conveyed by Bennokimi to Ukifune.
50AM01,Nijō (Genji's villa),Nijō (Genji's villa),"At the Nijō villa, hearing the doll hinted at, Kaoru 'playfully composed the following' (Washburn NC p. 1014).","Heard by Naka no Kimi, present; co-present at the Nijō villa."
50AM02,Nijō (Genji's villa),Nijō (Genji's villa),"At the Nijō villa, 'the Uji Princess replied' to Kaoru's doll verse (Washburn NC p. 1014).","Heard by Kaoru, present; co-present at the Nijō villa."
50AM03,The Vice Governor of Hitachi's residence,The Vice Governor of Hitachi's residence,"At the Vice Governor of Hitachi's residence, the mother 'decided to test him with a poem of her own' (Washburn NC p. 1027).","Received by the Lieutenant, present at the Vice Governor of Hitachi's residence."
50AM04,The Vice Governor of Hitachi's residence,The Vice Governor of Hitachi's residence,"At the Vice Governor of Hitachi's residence, 'the Lesser Captain... replied,' guilty over the jilting (Washburn NC p. 1027).","Received by Chūjō no Kimi, present at the Vice Governor of Hitachi's residence."
50AM05,The small house near Sanjō (Ukifune's hideaway),The Vice Governor of Hitachi's residence,"At the small house near Sanjō, Ukifune 'replied' to her mother's letter (Washburn NC p. 1028).",Received by Chūjō no Kimi at the Vice Governor of Hitachi's residence (Washburn NC p. 1028).
50AM06,The Vice Governor of Hitachi's residence,The small house near Sanjō (Ukifune's hideaway),"From the Vice Governor of Hitachi's residence, Chūjō no Kimi 'replied' to Ukifune (Washburn NC p. 1028).",Received by Ukifune at the small house near Sanjō (Washburn NC p. 1028).
50AM07,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, 'sitting down on a stone beside the garden stream,' Kaoru composed this (Washburn NC p. 1029).",Self-addressed soliloquy recited in place at the Uji villa.
50AM08,The small house near Sanjō (Ukifune's hideaway),The small house near Sanjō (Ukifune's hideaway),"At the small house near Sanjō, 'he murmured to himself' this verse as he took a seat by the veranda (Washburn NC p. 1032).",Self-addressed soliloquy recited in place at the small house near Sanjō.
50AM09,En route to Uji (Kaoru bringing Ukifune),En route to Uji (Kaoru bringing Ukifune),"En route to Uji with Ukifune, distracted by grief, Kaoru 'murmured the following to himself' in the carriage (Washburn NC p. 1034).","Self-addressed soliloquy recited in place, en route to Uji; overheard by Bennokimi."
50AM10,The Uji villa (the Eighth Prince's residence),The Uji villa (the Eighth Prince's residence),"At the Uji villa, a poem in Bennokimi's hand was spread under the leaves of the serving boxes sent from her quarters (Washburn NC p. 1037).","Received by Kaoru, who reached for the slip of paper at the Uji villa (Washburn NC p. 1037)."
