Ōharano (the imperial excursion),"The shrine at Ōharano, in the western suburbs, the destination of Emperor Reizei's grand winter excursion in Miyuki (Ch29, 'An Imperial Excursion'): 'In the twelfth month of that year, Emperor Reizei decided to go on an excursion to the shrine at Ōharano in the suburbs west of the capital' (Ch29, p.489). The procession is the most magnificent ever seen, with falconry and hunting parties, as 'a few flakes of snow drifted down, and the cloudy sky took on an elegant glow' (Ch29, p.489). Tamakazura comes to view it, hoping to glimpse her still-unacknowledged father Tō no Chūjō, and is struck that Emperor Reizei — whose face is 'a mirror image of Genji's' — outshines every man present (Ch29, p.491). The two poems (29xx) attach to the excursion, the event that decides Genji to bring Tamakazura to court. (A translator's note ties the scene to the historical Ōharano excursion of Emperor Daigo in 928.)",Ōharano (the imperial excursion),1200,600,FALSE,fictional with evidence
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,Indeterminate (text does not specify),-1000,500,,
